Barcode,CellType
s_008um_00670_00531-1,
s_008um_00629_00707-1,Fibroblast
s_008um_00595_00532-1,
s_008um_00470_00221-1,
s_008um_00165_00476-1,
s_008um_00777_00094-1,Fibroblast
s_008um_00500_00574-1,
s_008um_00694_00033-1,
s_008um_00499_00282-1,
s_008um_00377_00675-1,Fibroblast
s_008um_00424_00036-1,
s_008um_00487_00199-1,
s_008um_00157_00125-1,
s_008um_00365_00589-1,MCF7
s_008um_00250_00719-1,Fibroblast
s_008um_00345_00095-1,Fibroblast
s_008um_00754_00280-1,Fibroblast
s_008um_00331_00560-1,Fibroblast
s_008um_00392_00217-1,Fibroblast
s_008um_00146_00720-1,
s_008um_00715_00002-1,
s_008um_00745_00503-1,
s_008um_00624_00105-1,
s_008um_00302_00240-1,Fibroblast
s_008um_00160_00674-1,
s_008um_00358_00536-1,
s_008um_00739_00551-1,Fibroblast
s_008um_00815_00348-1,
s_008um_00603_00178-1,
s_008um_00128_00290-1,
s_008um_00674_00020-1,
s_008um_00776_00678-1,Fibroblast
s_008um_00516_00219-1,
s_008um_00293_00170-1,Fibroblast
s_008um_00333_00196-1,MCF7
s_008um_00186_00331-1,
s_008um_00238_00490-1,
s_008um_00156_00689-1,
s_008um_00743_00143-1,Fibroblast
s_008um_00767_00313-1,
s_008um_00834_00675-1,MCF10A
s_008um_00198_00530-1,
s_008um_00464_00057-1,
s_008um_00812_00325-1,
s_008um_00351_00707-1,Fibroblast
s_008um_00195_00242-1,
s_008um_00642_00674-1,Fibroblast
s_008um_00306_00666-1,Fibroblast
s_008um_00495_00148-1,
s_008um_00223_00733-1,Fibroblast
s_008um_00325_00193-1,MCF10A
s_008um_00819_00075-1,Fibroblast
s_008um_00796_00229-1,Fibroblast
s_008um_00186_00573-1,
s_008um_00722_00568-1,Fibroblast
s_008um_00809_00182-1,Fibroblast
s_008um_00705_00645-1,Fibroblast
s_008um_00487_00625-1,
s_008um_00295_00785-1,
s_008um_00653_00616-1,Fibroblast
s_008um_00151_00313-1,
s_008um_00165_00491-1,
s_008um_00752_00188-1,Fibroblast
s_008um_00669_00120-1,
s_008um_00193_00276-1,
s_008um_00694_00574-1,Fibroblast
s_008um_00599_00684-1,
s_008um_00691_00209-1,Fibroblast
s_008um_00729_00178-1,Fibroblast
s_008um_00654_00242-1,
s_008um_00737_00360-1,
s_008um_00443_00753-1,
s_008um_00170_00737-1,
s_008um_00316_00633-1,Fibroblast
s_008um_00668_00605-1,Fibroblast
s_008um_00829_00233-1,Fibroblast
s_008um_00101_00756-1,
s_008um_00795_00782-1,
s_008um_00295_00348-1,
s_008um_00458_00609-1,
s_008um_00214_00638-1,Fibroblast
s_008um_00309_00090-1,Fibroblast
s_008um_00411_00230-1,
s_008um_00105_00089-1,
s_008um_00475_00113-1,
s_008um_00279_00099-1,Fibroblast
s_008um_00692_00081-1,Fibroblast
s_008um_00769_00018-1,
s_008um_00804_00152-1,Fibroblast
s_008um_00564_00653-1,
s_008um_00807_00780-1,
s_008um_00254_00571-1,Fibroblast
s_008um_00306_00683-1,Fibroblast
s_008um_00284_00745-1,Fibroblast
s_008um_00360_00229-1,Fibroblast
s_008um_00447_00684-1,
s_008um_00266_00072-1,Fibroblast
s_008um_00806_00723-1,Fibroblast
s_008um_00335_00151-1,Fibroblast
s_008um_00401_00126-1,Fibroblast
s_008um_00148_00029-1,
s_008um_00647_00323-1,
s_008um_00828_00695-1,Fibroblast
s_008um_00213_00157-1,
s_008um_00307_00543-1,
s_008um_00265_00461-1,
s_008um_00737_00823-1,
s_008um_00116_00029-1,
s_008um_00286_00656-1,Fibroblast
s_008um_00395_00459-1,
s_008um_00497_00312-1,
s_008um_00362_00219-1,Fibroblast
s_008um_00368_00104-1,Fibroblast
s_008um_00630_00198-1,
s_008um_00362_00666-1,Fibroblast
s_008um_00518_00288-1,
s_008um_00393_00275-1,Fibroblast
s_008um_00669_00246-1,
s_008um_00726_00525-1,
s_008um_00275_00242-1,Fibroblast
s_008um_00403_00599-1,Fibroblast
s_008um_00147_00608-1,
s_008um_00176_00203-1,
s_008um_00353_00297-1,
s_008um_00702_00660-1,Fibroblast
s_008um_00730_00139-1,MCF10A
s_008um_00364_00503-1,
s_008um_00357_00583-1,Fibroblast
s_008um_00205_00761-1,Fibroblast
s_008um_00660_00668-1,Fibroblast
s_008um_00603_00700-1,
s_008um_00451_00477-1,
s_008um_00778_00579-1,Fibroblast
s_008um_00081_00214-1,
s_008um_00829_00095-1,Fibroblast
s_008um_00495_00073-1,
s_008um_00298_00778-1,
s_008um_00689_00030-1,
s_008um_00194_00702-1,Fibroblast
s_008um_00388_00650-1,Fibroblast
s_008um_00834_00493-1,
s_008um_00424_00663-1,
s_008um_00304_00677-1,Fibroblast
s_008um_00115_00190-1,
s_008um_00218_00477-1,
s_008um_00564_00184-1,
s_008um_00545_00395-1,
s_008um_00661_00374-1,
s_008um_00683_00247-1,Fibroblast
s_008um_00284_00436-1,
s_008um_00516_00290-1,
s_008um_00221_00700-1,Fibroblast
s_008um_00806_00557-1,Fibroblast
s_008um_00322_00776-1,
s_008um_00309_00776-1,
s_008um_00369_00035-1,
s_008um_00617_00307-1,
s_008um_00332_00407-1,
s_008um_00314_00187-1,Fibroblast
s_008um_00406_00582-1,Fibroblast
s_008um_00378_00497-1,
s_008um_00745_00023-1,
s_008um_00330_00255-1,Fibroblast
s_008um_00817_00116-1,Fibroblast
s_008um_00653_00680-1,Fibroblast
s_008um_00276_00152-1,Fibroblast
s_008um_00215_00640-1,Fibroblast
s_008um_00491_00160-1,
s_008um_00468_00087-1,
s_008um_00579_00264-1,
s_008um_00335_00182-1,Fibroblast
s_008um_00817_00326-1,
s_008um_00625_00081-1,
s_008um_00399_00614-1,MCF7
s_008um_00156_00688-1,
s_008um_00175_00504-1,
s_008um_00516_00296-1,
s_008um_00775_00047-1,
s_008um_00702_00615-1,Fibroblast
s_008um_00722_00128-1,Fibroblast
s_008um_00167_00516-1,
s_008um_00719_00679-1,Fibroblast
s_008um_00368_00760-1,MCF7
s_008um_00739_00771-1,
s_008um_00676_00260-1,
s_008um_00421_00736-1,
s_008um_00462_00709-1,
s_008um_00438_00124-1,
s_008um_00814_00149-1,Fibroblast
s_008um_00378_00131-1,MCF10A
s_008um_00347_00757-1,Fibroblast
s_008um_00268_00049-1,
s_008um_00285_00051-1,
s_008um_00722_00606-1,Fibroblast
s_008um_00329_00774-1,
s_008um_00295_00290-1,
s_008um_00731_00265-1,Fibroblast
s_008um_00631_00145-1,
s_008um_00272_00192-1,Fibroblast
s_008um_00629_00180-1,
s_008um_00643_00598-1,Fibroblast
s_008um_00720_00274-1,Fibroblast
s_008um_00238_00641-1,Fibroblast
s_008um_00269_00344-1,
s_008um_00173_00708-1,
s_008um_00479_00091-1,
s_008um_00215_00595-1,Fibroblast
s_008um_00194_00030-1,
s_008um_00748_00037-1,
s_008um_00206_00089-1,
s_008um_00278_00590-1,MCF7
s_008um_00788_00370-1,
s_008um_00706_00003-1,
s_008um_00354_00247-1,Fibroblast
s_008um_00485_00321-1,
s_008um_00323_00796-1,
s_008um_00691_00493-1,
s_008um_00197_00549-1,
s_008um_00715_00621-1,Fibroblast
s_008um_00808_00663-1,Fibroblast
s_008um_00785_00200-1,Fibroblast
s_008um_00523_00172-1,
s_008um_00235_00303-1,
s_008um_00811_00714-1,MCF7
s_008um_00753_00301-1,
s_008um_00561_00357-1,
s_008um_00753_00214-1,Fibroblast
s_008um_00424_00014-1,
s_008um_00525_00297-1,
s_008um_00313_00170-1,Fibroblast
s_008um_00566_00145-1,
s_008um_00433_00032-1,
s_008um_00828_00636-1,Fibroblast
s_008um_00186_00310-1,
s_008um_00459_00098-1,
s_008um_00273_00321-1,
s_008um_00535_00246-1,
s_008um_00477_00631-1,
s_008um_00296_00346-1,
s_008um_00494_00125-1,
s_008um_00766_00250-1,Fibroblast
s_008um_00601_00215-1,
s_008um_00473_00065-1,
s_008um_00395_00537-1,
s_008um_00464_00240-1,
s_008um_00279_00258-1,Fibroblast
s_008um_00184_00101-1,
s_008um_00163_00042-1,
s_008um_00655_00122-1,
s_008um_00698_00111-1,Fibroblast
s_008um_00275_00775-1,
s_008um_00791_00294-1,
s_008um_00779_00352-1,
s_008um_00685_00256-1,Fibroblast
s_008um_00503_00077-1,
s_008um_00521_00293-1,
s_008um_00811_00665-1,Fibroblast
s_008um_00335_00342-1,
s_008um_00282_00694-1,Fibroblast
s_008um_00547_00457-1,
s_008um_00396_00221-1,Fibroblast
s_008um_00788_00664-1,Fibroblast
s_008um_00790_00263-1,Fibroblast
s_008um_00491_00580-1,
s_008um_00298_00193-1,Fibroblast
s_008um_00629_00641-1,Fibroblast
s_008um_00780_00167-1,Fibroblast
s_008um_00243_00309-1,
s_008um_00296_00498-1,
s_008um_00795_00527-1,
s_008um_00338_00783-1,
s_008um_00237_00525-1,
s_008um_00659_00656-1,Fibroblast
s_008um_00825_00089-1,Fibroblast
s_008um_00389_00460-1,
s_008um_00329_00362-1,
s_008um_00360_00461-1,
s_008um_00411_00024-1,
s_008um_00352_00226-1,Fibroblast
s_008um_00324_00291-1,
s_008um_00375_00241-1,Fibroblast
s_008um_00383_00472-1,
s_008um_00259_00281-1,Fibroblast
s_008um_00701_00620-1,Fibroblast
s_008um_00380_00060-1,
s_008um_00647_00289-1,
s_008um_00585_00741-1,
s_008um_00380_00153-1,Fibroblast
s_008um_00363_00331-1,
s_008um_00740_00020-1,
s_008um_00644_00771-1,
s_008um_00784_00642-1,MCF7
s_008um_00690_00059-1,
s_008um_00289_00542-1,
s_008um_00308_00565-1,Fibroblast
s_008um_00404_00559-1,Fibroblast
s_008um_00508_00038-1,
s_008um_00447_00143-1,
s_008um_00433_00203-1,
s_008um_00195_00360-1,
s_008um_00519_00151-1,
s_008um_00318_00271-1,Fibroblast
s_008um_00833_00077-1,Fibroblast
s_008um_00172_00715-1,
s_008um_00188_00080-1,
s_008um_00214_00235-1,
s_008um_00427_00148-1,
s_008um_00261_00772-1,
s_008um_00292_00461-1,
s_008um_00790_00084-1,Fibroblast
s_008um_00237_00721-1,Fibroblast
s_008um_00740_00285-1,
s_008um_00207_00631-1,Fibroblast
s_008um_00289_00509-1,
s_008um_00426_00036-1,
s_008um_00249_00346-1,
s_008um_00377_00723-1,Fibroblast
s_008um_00261_00809-1,
s_008um_00777_00312-1,
s_008um_00308_00796-1,
s_008um_00797_00312-1,
s_008um_00116_00052-1,
s_008um_00156_00061-1,
s_008um_00487_00027-1,
s_008um_00224_00638-1,Fibroblast
s_008um_00512_00537-1,
s_008um_00332_00578-1,Fibroblast
s_008um_00447_00555-1,
s_008um_00207_00572-1,MCF7
s_008um_00531_00037-1,
s_008um_00520_00569-1,
s_008um_00257_00777-1,
s_008um_00715_00753-1,Fibroblast
s_008um_00199_00254-1,
s_008um_00186_00655-1,
s_008um_00540_00347-1,
s_008um_00266_00706-1,Fibroblast
s_008um_00654_00579-1,Fibroblast
s_008um_00458_00695-1,
s_008um_00325_00341-1,
s_008um_00235_00710-1,Fibroblast
s_008um_00162_00200-1,
s_008um_00737_00026-1,
s_008um_00197_00527-1,
s_008um_00277_00032-1,
s_008um_00608_00373-1,
s_008um_00443_00268-1,
s_008um_00563_00143-1,
s_008um_00685_00198-1,Fibroblast
s_008um_00126_00494-1,
s_008um_00221_00132-1,
s_008um_00399_00668-1,Fibroblast
s_008um_00285_00257-1,Fibroblast
s_008um_00736_00475-1,
s_008um_00584_00106-1,
s_008um_00168_00755-1,
s_008um_00425_00104-1,
s_008um_00194_00589-1,Fibroblast
s_008um_00489_00757-1,
s_008um_00247_00601-1,Fibroblast
s_008um_00823_00753-1,Fibroblast
s_008um_00834_00581-1,Fibroblast
s_008um_00639_00684-1,Fibroblast
s_008um_00247_00716-1,Fibroblast
s_008um_00443_00044-1,
s_008um_00708_00624-1,Fibroblast
s_008um_00328_00539-1,
s_008um_00660_00104-1,
s_008um_00351_00095-1,Fibroblast
s_008um_00143_00035-1,
s_008um_00282_00570-1,Fibroblast
s_008um_00169_00190-1,
s_008um_00722_00344-1,
s_008um_00176_00251-1,
s_008um_00781_00282-1,Fibroblast
s_008um_00220_00593-1,Fibroblast
s_008um_00815_00219-1,MCF7
s_008um_00392_00146-1,Fibroblast
s_008um_00493_00241-1,
s_008um_00182_00570-1,
s_008um_00781_00698-1,Fibroblast
s_008um_00426_00576-1,
s_008um_00459_00709-1,
s_008um_00410_00631-1,Fibroblast
s_008um_00118_00239-1,
s_008um_00271_00101-1,Fibroblast
s_008um_00229_00341-1,
s_008um_00152_00033-1,
s_008um_00232_00098-1,
s_008um_00338_00234-1,Fibroblast
s_008um_00578_00049-1,
s_008um_00317_00519-1,
s_008um_00427_00713-1,
s_008um_00633_00202-1,
s_008um_00511_00724-1,
s_008um_00640_00744-1,Fibroblast
s_008um_00396_00307-1,
s_008um_00607_00673-1,
s_008um_00491_00584-1,
s_008um_00439_00049-1,
s_008um_00340_00070-1,Fibroblast
s_008um_00699_00530-1,
s_008um_00272_00476-1,
s_008um_00189_00628-1,Fibroblast
s_008um_00216_00164-1,
s_008um_00399_00608-1,Fibroblast
s_008um_00725_00624-1,Fibroblast
s_008um_00296_00554-1,
s_008um_00685_00690-1,Fibroblast
s_008um_00452_00598-1,
s_008um_00809_00225-1,Fibroblast
s_008um_00606_00699-1,
s_008um_00515_00106-1,
s_008um_00687_00057-1,
s_008um_00500_00235-1,
s_008um_00289_00350-1,
s_008um_00779_00591-1,Fibroblast
s_008um_00692_00353-1,
s_008um_00143_00648-1,
s_008um_00161_00213-1,
s_008um_00332_00552-1,
s_008um_00472_00669-1,
s_008um_00273_00046-1,
s_008um_00486_00291-1,
s_008um_00253_00803-1,
s_008um_00450_00401-1,
s_008um_00309_00524-1,
s_008um_00647_00182-1,
s_008um_00390_00615-1,MCF7
s_008um_00518_00150-1,
s_008um_00398_00186-1,Fibroblast
s_008um_00756_00331-1,
s_008um_00237_00238-1,
s_008um_00361_00093-1,Fibroblast
s_008um_00357_00040-1,
s_008um_00283_00825-1,
s_008um_00664_00656-1,Fibroblast
s_008um_00497_00154-1,
s_008um_00787_00187-1,Fibroblast
s_008um_00653_00649-1,Fibroblast
s_008um_00799_00807-1,
s_008um_00268_00459-1,
s_008um_00188_00052-1,
s_008um_00378_00831-1,
s_008um_00205_00804-1,
s_008um_00829_00240-1,Fibroblast
s_008um_00685_00813-1,
s_008um_00710_00504-1,
s_008um_00328_00682-1,Fibroblast
s_008um_00400_00085-1,Fibroblast
s_008um_00387_00274-1,Fibroblast
s_008um_00375_00614-1,Fibroblast
s_008um_00536_00280-1,
s_008um_00486_00086-1,
s_008um_00811_00679-1,Fibroblast
s_008um_00695_00672-1,Fibroblast
s_008um_00798_00306-1,
s_008um_00129_00556-1,
s_008um_00211_00582-1,Fibroblast
s_008um_00306_00492-1,
s_008um_00744_00648-1,Fibroblast
s_008um_00659_00244-1,
s_008um_00796_00093-1,Fibroblast
s_008um_00788_00103-1,Fibroblast
s_008um_00674_00600-1,Fibroblast
s_008um_00185_00318-1,
s_008um_00798_00771-1,
s_008um_00385_00356-1,
s_008um_00486_00097-1,
s_008um_00176_00535-1,
s_008um_00224_00599-1,MCF10A
s_008um_00769_00701-1,Fibroblast
s_008um_00734_00643-1,Fibroblast
s_008um_00135_00019-1,
s_008um_00306_00223-1,Fibroblast
s_008um_00254_00002-1,
s_008um_00771_00587-1,Fibroblast
s_008um_00723_00509-1,
s_008um_00298_00093-1,Fibroblast
s_008um_00163_00122-1,
s_008um_00188_00481-1,
s_008um_00692_00556-1,Fibroblast
s_008um_00494_00555-1,
s_008um_00670_00173-1,
s_008um_00188_00647-1,MCF7
s_008um_00536_00543-1,
s_008um_00785_00729-1,Fibroblast
s_008um_00188_00122-1,
s_008um_00438_00041-1,
s_008um_00643_00676-1,Fibroblast
s_008um_00622_00609-1,
s_008um_00289_00780-1,
s_008um_00197_00788-1,
s_008um_00683_00594-1,Fibroblast
s_008um_00454_00675-1,
s_008um_00519_00234-1,
s_008um_00112_00218-1,
s_008um_00492_00096-1,
s_008um_00598_00107-1,
s_008um_00718_00493-1,
s_008um_00779_00050-1,
s_008um_00638_00355-1,
s_008um_00244_00180-1,Fibroblast
s_008um_00208_00514-1,
s_008um_00708_00283-1,
s_008um_00240_00550-1,
s_008um_00266_00305-1,
s_008um_00764_00048-1,
s_008um_00792_00699-1,Fibroblast
s_008um_00792_00086-1,Fibroblast
s_008um_00336_00667-1,Fibroblast
s_008um_00264_00352-1,
s_008um_00293_00754-1,Fibroblast
s_008um_00825_00360-1,
s_008um_00299_00028-1,
s_008um_00671_00027-1,
s_008um_00188_00179-1,
s_008um_00205_00309-1,
s_008um_00358_00379-1,
s_008um_00318_00520-1,
s_008um_00776_00134-1,Fibroblast
s_008um_00232_00611-1,Fibroblast
s_008um_00417_00221-1,
s_008um_00466_00518-1,
s_008um_00146_00102-1,
s_008um_00751_00127-1,MCF7
s_008um_00237_00672-1,Fibroblast
s_008um_00631_00668-1,Fibroblast
s_008um_00122_00606-1,
s_008um_00108_00019-1,
s_008um_00695_00117-1,Fibroblast
s_008um_00197_00059-1,
s_008um_00229_00554-1,
s_008um_00749_00284-1,
s_008um_00194_00542-1,
s_008um_00198_00630-1,Fibroblast
s_008um_00730_00004-1,
s_008um_00326_00214-1,Fibroblast
s_008um_00296_00670-1,Fibroblast
s_008um_00245_00339-1,
s_008um_00763_00664-1,Fibroblast
s_008um_00837_00521-1,
s_008um_00822_00034-1,
s_008um_00796_00091-1,Fibroblast
s_008um_00323_00368-1,
s_008um_00292_00494-1,
s_008um_00280_00748-1,MCF7
s_008um_00660_00353-1,
s_008um_00213_00605-1,Fibroblast
s_008um_00413_00598-1,Fibroblast
s_008um_00159_00143-1,
s_008um_00158_00507-1,
s_008um_00836_00488-1,
s_008um_00419_00267-1,
s_008um_00387_00341-1,
s_008um_00692_00599-1,Fibroblast
s_008um_00248_00193-1,Fibroblast
s_008um_00165_00583-1,
s_008um_00418_00588-1,
s_008um_00138_00566-1,
s_008um_00361_00585-1,Fibroblast
s_008um_00774_00202-1,Fibroblast
s_008um_00330_00613-1,Fibroblast
s_008um_00709_00015-1,
s_008um_00296_00747-1,Fibroblast
s_008um_00705_00583-1,Fibroblast
s_008um_00424_00742-1,
s_008um_00722_00024-1,
s_008um_00813_00322-1,
s_008um_00825_00270-1,Fibroblast
s_008um_00836_00285-1,
s_008um_00369_00453-1,
s_008um_00338_00026-1,
s_008um_00651_00063-1,
s_008um_00673_00250-1,
s_008um_00704_00576-1,Fibroblast
s_008um_00639_00186-1,
s_008um_00409_00138-1,
s_008um_00361_00555-1,Fibroblast
s_008um_00757_00019-1,
s_008um_00321_00735-1,Fibroblast
s_008um_00126_00589-1,
s_008um_00804_00359-1,
s_008um_00392_00290-1,
s_008um_00316_00032-1,
s_008um_00389_00499-1,
s_008um_00140_00494-1,
s_008um_00406_00288-1,
s_008um_00228_00321-1,
s_008um_00677_00713-1,Fibroblast
s_008um_00271_00611-1,Fibroblast
s_008um_00767_00099-1,Fibroblast
s_008um_00417_00090-1,
s_008um_00627_00779-1,
s_008um_00216_00297-1,
s_008um_00732_00749-1,MCF7
s_008um_00774_00201-1,Fibroblast
s_008um_00511_00136-1,
s_008um_00786_00117-1,Fibroblast
s_008um_00664_00182-1,
s_008um_00821_00124-1,MCF7
s_008um_00521_00284-1,
s_008um_00439_00129-1,
s_008um_00314_00198-1,Fibroblast
s_008um_00611_00541-1,
s_008um_00255_00105-1,Fibroblast
s_008um_00301_00759-1,Fibroblast
s_008um_00365_00479-1,
s_008um_00301_00178-1,Fibroblast
s_008um_00615_00221-1,
s_008um_00781_00777-1,
s_008um_00776_00789-1,
s_008um_00399_00210-1,Fibroblast
s_008um_00381_00359-1,
s_008um_00278_00605-1,Fibroblast
s_008um_00282_00798-1,
s_008um_00348_00785-1,
s_008um_00836_00246-1,Fibroblast
s_008um_00385_00753-1,Fibroblast
s_008um_00369_00491-1,
s_008um_00424_00078-1,
s_008um_00804_00237-1,Fibroblast
s_008um_00343_00666-1,Fibroblast
s_008um_00655_00687-1,Fibroblast
s_008um_00442_00074-1,
s_008um_00821_00715-1,Fibroblast
s_008um_00644_00734-1,Fibroblast
s_008um_00452_00660-1,
s_008um_00801_00044-1,
s_008um_00447_00320-1,
s_008um_00276_00572-1,Fibroblast
s_008um_00330_00045-1,
s_008um_00391_00543-1,
s_008um_00245_00182-1,Fibroblast
s_008um_00539_00204-1,
s_008um_00242_00347-1,
s_008um_00739_00251-1,Fibroblast
s_008um_00364_00609-1,Fibroblast
s_008um_00430_00728-1,
s_008um_00771_00225-1,Fibroblast
s_008um_00617_00751-1,
s_008um_00790_00503-1,
s_008um_00319_00547-1,
s_008um_00146_00615-1,
s_008um_00666_00153-1,
s_008um_00654_00131-1,
s_008um_00773_00096-1,Fibroblast
s_008um_00218_00764-1,Fibroblast
s_008um_00443_00696-1,
s_008um_00229_00691-1,Fibroblast
s_008um_00348_00113-1,MCF10A
s_008um_00172_00215-1,
s_008um_00410_00454-1,
s_008um_00765_00590-1,Fibroblast
s_008um_00386_00489-1,
s_008um_00400_00719-1,MCF7
s_008um_00177_00323-1,
s_008um_00304_00167-1,Fibroblast
s_008um_00825_00064-1,
s_008um_00658_00522-1,
s_008um_00392_00567-1,Fibroblast
s_008um_00787_00609-1,MCF7
s_008um_00793_00302-1,
s_008um_00334_00124-1,MCF10A
s_008um_00716_00052-1,
s_008um_00381_00124-1,Fibroblast
s_008um_00813_00194-1,Fibroblast
s_008um_00464_00584-1,
s_008um_00681_00710-1,Fibroblast
s_008um_00166_00083-1,
s_008um_00735_00220-1,Fibroblast
s_008um_00294_00064-1,
s_008um_00155_00237-1,
s_008um_00355_00517-1,
s_008um_00487_00234-1,
s_008um_00104_00134-1,
s_008um_00379_00128-1,Fibroblast
s_008um_00647_00332-1,
s_008um_00266_00798-1,
s_008um_00796_00275-1,Fibroblast
s_008um_00292_00549-1,
s_008um_00508_00222-1,
s_008um_00638_00558-1,Fibroblast
s_008um_00212_00540-1,
s_008um_00208_00024-1,
s_008um_00756_00282-1,Fibroblast
s_008um_00728_00552-1,Fibroblast
s_008um_00655_00276-1,
s_008um_00470_00201-1,
s_008um_00305_00698-1,Fibroblast
s_008um_00295_00542-1,
s_008um_00812_00376-1,
s_008um_00729_00758-1,
s_008um_00318_00017-1,
s_008um_00781_00140-1,Fibroblast
s_008um_00193_00710-1,Fibroblast
s_008um_00536_00256-1,
s_008um_00761_00531-1,
s_008um_00583_00270-1,
s_008um_00507_00280-1,
s_008um_00200_00731-1,Fibroblast
s_008um_00707_00330-1,
s_008um_00139_00038-1,
s_008um_00093_00060-1,
s_008um_00440_00520-1,
s_008um_00331_00130-1,Fibroblast
s_008um_00436_00169-1,
s_008um_00161_00155-1,
s_008um_00658_00551-1,Fibroblast
s_008um_00295_00559-1,Fibroblast
s_008um_00162_00753-1,
s_008um_00767_00112-1,Fibroblast
s_008um_00168_00013-1,
s_008um_00736_00565-1,MCF7
s_008um_00360_00090-1,Fibroblast
s_008um_00740_00293-1,
s_008um_00241_00326-1,
s_008um_00402_00680-1,MCF7
s_008um_00439_00284-1,
s_008um_00279_00142-1,Fibroblast
s_008um_00613_00750-1,
s_008um_00562_00293-1,
s_008um_00425_00367-1,
s_008um_00763_00198-1,Fibroblast
s_008um_00526_00031-1,
s_008um_00234_00786-1,
s_008um_00116_00172-1,
s_008um_00789_00710-1,Fibroblast
s_008um_00295_00327-1,
s_008um_00178_00589-1,
s_008um_00475_00239-1,
s_008um_00809_00221-1,MCF10A
s_008um_00322_00311-1,
s_008um_00411_00827-1,
s_008um_00815_00722-1,Fibroblast
s_008um_00411_00654-1,Fibroblast
s_008um_00688_00784-1,
s_008um_00669_00280-1,
s_008um_00813_00314-1,
s_008um_00151_00730-1,
s_008um_00754_00315-1,
s_008um_00194_00092-1,
s_008um_00414_00504-1,
s_008um_00698_00314-1,
s_008um_00381_00235-1,Fibroblast
s_008um_00257_00228-1,Fibroblast
s_008um_00389_00250-1,Fibroblast
s_008um_00320_00514-1,
s_008um_00447_00167-1,
s_008um_00124_00594-1,
s_008um_00808_00171-1,Fibroblast
s_008um_00327_00337-1,
s_008um_00325_00039-1,
s_008um_00225_00633-1,Fibroblast
s_008um_00139_00272-1,
s_008um_00245_00544-1,
s_008um_00334_00583-1,Fibroblast
s_008um_00296_00203-1,MCF10A
s_008um_00810_00325-1,
s_008um_00660_00380-1,
s_008um_00801_00555-1,Fibroblast
s_008um_00292_00743-1,Fibroblast
s_008um_00401_00010-1,
s_008um_00303_00549-1,
s_008um_00119_00167-1,
s_008um_00298_00474-1,
s_008um_00808_00352-1,
s_008um_00506_00309-1,
s_008um_00495_00284-1,
s_008um_00169_00725-1,
s_008um_00650_00057-1,
s_008um_00739_00580-1,Fibroblast
s_008um_00180_00097-1,
s_008um_00328_00408-1,
s_008um_00504_00639-1,
s_008um_00600_00689-1,
s_008um_00364_00647-1,Fibroblast
s_008um_00193_00361-1,
s_008um_00390_00493-1,
s_008um_00295_00156-1,Fibroblast
s_008um_00132_00076-1,
s_008um_00811_00768-1,
s_008um_00189_00672-1,Fibroblast
s_008um_00239_00189-1,
s_008um_00261_00012-1,
s_008um_00159_00071-1,
s_008um_00307_00446-1,
s_008um_00169_00278-1,
s_008um_00365_00050-1,
s_008um_00370_00099-1,Fibroblast
s_008um_00683_00474-1,
s_008um_00687_00776-1,
s_008um_00812_00567-1,Fibroblast
s_008um_00679_00650-1,Fibroblast
s_008um_00726_00080-1,Fibroblast
s_008um_00827_00819-1,
s_008um_00518_00018-1,
s_008um_00097_00234-1,
s_008um_00673_00267-1,
s_008um_00540_00184-1,
s_008um_00700_00638-1,Fibroblast
s_008um_00614_00653-1,
s_008um_00834_00138-1,Fibroblast
s_008um_00396_00327-1,
s_008um_00309_00613-1,Fibroblast
s_008um_00567_00179-1,
s_008um_00289_00494-1,
s_008um_00398_00167-1,Fibroblast
s_008um_00678_00776-1,
s_008um_00298_00797-1,
s_008um_00728_00528-1,
s_008um_00255_00277-1,Fibroblast
s_008um_00667_00135-1,
s_008um_00454_00733-1,
s_008um_00795_00107-1,Fibroblast
s_008um_00662_00539-1,
s_008um_00377_00816-1,
s_008um_00446_00664-1,
s_008um_00815_00252-1,Fibroblast
s_008um_00104_00095-1,
s_008um_00817_00560-1,Fibroblast
s_008um_00477_00647-1,
s_008um_00197_00108-1,
s_008um_00717_00499-1,
s_008um_00197_00216-1,
s_008um_00691_00673-1,MCF7
s_008um_00173_00161-1,
s_008um_00346_00661-1,Fibroblast
s_008um_00816_00193-1,Fibroblast
s_008um_00512_00357-1,
