Barcode,CellType
s_008um_00208_00612-1,Fibroblast
s_008um_00388_00131-1,Fibroblast
s_008um_00352_00614-1,MCF10A
s_008um_00370_00020-1,
s_008um_00261_00429-1,
s_008um_00294_00587-1,Fibroblast
s_008um_00651_00308-1,
s_008um_00319_00777-1,
s_008um_00342_00384-1,
s_008um_00519_00615-1,
s_008um_00125_00138-1,
s_008um_00657_00270-1,
s_008um_00262_00754-1,Fibroblast
s_008um_00420_00264-1,
s_008um_00411_00512-1,
s_008um_00411_00293-1,
s_008um_00500_00130-1,
s_008um_00660_00254-1,
s_008um_00302_00141-1,MCF10A
s_008um_00163_00223-1,
s_008um_00599_00180-1,
s_008um_00752_00164-1,Fibroblast
s_008um_00286_00686-1,Fibroblast
s_008um_00331_00226-1,Fibroblast
s_008um_00501_00378-1,
s_008um_00147_00500-1,
s_008um_00326_00328-1,
s_008um_00650_00298-1,
s_008um_00836_00529-1,
s_008um_00481_00173-1,
s_008um_00295_00275-1,Fibroblast
s_008um_00399_00445-1,
s_008um_00738_00505-1,
s_008um_00735_00119-1,Fibroblast
s_008um_00725_00616-1,Fibroblast
s_008um_00774_00782-1,
s_008um_00768_00720-1,Fibroblast
s_008um_00265_00379-1,
s_008um_00490_00006-1,
s_008um_00288_00287-1,
s_008um_00247_00317-1,
s_008um_00178_00622-1,
s_008um_00706_00574-1,Fibroblast
s_008um_00755_00052-1,
s_008um_00415_00214-1,
s_008um_00198_00781-1,
s_008um_00442_00776-1,
s_008um_00706_00071-1,
s_008um_00811_00653-1,Fibroblast
s_008um_00303_00162-1,Fibroblast
s_008um_00259_00124-1,MCF10A
s_008um_00832_00192-1,Fibroblast
s_008um_00112_00304-1,
s_008um_00181_00013-1,
s_008um_00211_00734-1,Fibroblast
s_008um_00522_00195-1,
s_008um_00097_00299-1,
s_008um_00220_00347-1,
s_008um_00832_00752-1,Fibroblast
s_008um_00650_00248-1,
s_008um_00177_00756-1,
s_008um_00797_00814-1,
s_008um_00827_00227-1,MCF10A
s_008um_00604_00215-1,
s_008um_00804_00731-1,Fibroblast
s_008um_00739_00766-1,
s_008um_00699_00678-1,Fibroblast
s_008um_00464_00127-1,
s_008um_00733_00510-1,
s_008um_00737_00273-1,Fibroblast
s_008um_00542_00589-1,
s_008um_00425_00087-1,
s_008um_00595_00134-1,
s_008um_00497_00314-1,
s_008um_00460_00204-1,
s_008um_00704_00794-1,
s_008um_00251_00155-1,Fibroblast
s_008um_00726_00781-1,
s_008um_00224_00320-1,
s_008um_00683_00575-1,Fibroblast
s_008um_00405_00067-1,Fibroblast
s_008um_00409_00168-1,
s_008um_00131_00552-1,
s_008um_00724_00521-1,
s_008um_00740_00135-1,Fibroblast
s_008um_00632_00682-1,Fibroblast
s_008um_00309_00525-1,
s_008um_00207_00806-1,
s_008um_00185_00350-1,
s_008um_00291_00002-1,
s_008um_00462_00555-1,
s_008um_00443_00357-1,
s_008um_00723_00571-1,Fibroblast
s_008um_00588_00567-1,
s_008um_00415_00281-1,
s_008um_00678_00672-1,Fibroblast
s_008um_00196_00187-1,
s_008um_00194_00770-1,
s_008um_00692_00696-1,Fibroblast
s_008um_00751_00710-1,Fibroblast
s_008um_00633_00705-1,Fibroblast
s_008um_00659_00520-1,
s_008um_00317_00144-1,Fibroblast
s_008um_00828_00675-1,Fibroblast
s_008um_00574_00215-1,
s_008um_00700_00077-1,Fibroblast
s_008um_00189_00245-1,
s_008um_00321_00375-1,
s_008um_00090_00275-1,
s_008um_00344_00624-1,Fibroblast
s_008um_00585_00397-1,
s_008um_00639_00162-1,
s_008um_00441_00822-1,
s_008um_00686_00114-1,Fibroblast
s_008um_00400_00326-1,
s_008um_00191_00597-1,Fibroblast
s_008um_00303_00540-1,
s_008um_00180_00509-1,
s_008um_00346_00261-1,Fibroblast
s_008um_00415_00292-1,
s_008um_00172_00149-1,
s_008um_00179_00527-1,
s_008um_00154_00625-1,
s_008um_00704_00696-1,Fibroblast
s_008um_00332_00224-1,Fibroblast
s_008um_00779_00335-1,
s_008um_00714_00202-1,Fibroblast
s_008um_00177_00752-1,
s_008um_00188_00056-1,
s_008um_00835_00274-1,Fibroblast
s_008um_00418_00217-1,
s_008um_00498_00207-1,
s_008um_00247_00484-1,
s_008um_00169_00040-1,
s_008um_00450_00580-1,
s_008um_00415_00593-1,
s_008um_00753_00064-1,
s_008um_00155_00110-1,
s_008um_00330_00558-1,Fibroblast
s_008um_00230_00116-1,
s_008um_00418_00206-1,
s_008um_00810_00090-1,Fibroblast
s_008um_00762_00428-1,
s_008um_00490_00148-1,
s_008um_00411_00723-1,Fibroblast
s_008um_00242_00735-1,Fibroblast
s_008um_00599_00216-1,
s_008um_00812_00132-1,MCF7
s_008um_00784_00498-1,
s_008um_00794_00297-1,
s_008um_00418_00185-1,
s_008um_00385_00206-1,Fibroblast
s_008um_00468_00547-1,
s_008um_00197_00076-1,
s_008um_00378_00331-1,
s_008um_00204_00069-1,
s_008um_00289_00520-1,
s_008um_00484_00037-1,
s_008um_00788_00210-1,Fibroblast
s_008um_00321_00079-1,Fibroblast
s_008um_00483_00050-1,
s_008um_00793_00581-1,Fibroblast
s_008um_00444_00312-1,
s_008um_00273_00039-1,
s_008um_00818_00472-1,
s_008um_00713_00569-1,Fibroblast
s_008um_00697_00255-1,Fibroblast
s_008um_00276_00679-1,MCF7
s_008um_00204_00156-1,
s_008um_00267_00080-1,Fibroblast
s_008um_00463_00698-1,
s_008um_00826_00627-1,Fibroblast
s_008um_00657_00221-1,
s_008um_00249_00288-1,
s_008um_00357_00105-1,Fibroblast
s_008um_00104_00282-1,
s_008um_00374_00467-1,
s_008um_00216_00571-1,Fibroblast
s_008um_00261_00204-1,Fibroblast
s_008um_00752_00507-1,
s_008um_00624_00779-1,
s_008um_00095_00255-1,
s_008um_00746_00574-1,Fibroblast
s_008um_00834_00244-1,Fibroblast
s_008um_00429_00700-1,
s_008um_00826_00148-1,Fibroblast
s_008um_00525_00064-1,
s_008um_00408_00351-1,
s_008um_00200_00080-1,
s_008um_00283_00162-1,Fibroblast
s_008um_00678_00591-1,Fibroblast
s_008um_00804_00367-1,
s_008um_00624_00230-1,
s_008um_00111_00073-1,
s_008um_00488_00106-1,
s_008um_00672_00634-1,Fibroblast
s_008um_00215_00113-1,
s_008um_00333_00077-1,Fibroblast
s_008um_00729_00158-1,Fibroblast
s_008um_00156_00589-1,
s_008um_00266_00667-1,Fibroblast
s_008um_00437_00681-1,
s_008um_00634_00301-1,
s_008um_00322_00599-1,Fibroblast
s_008um_00365_00786-1,
s_008um_00518_00239-1,
s_008um_00742_00211-1,MCF10A
s_008um_00163_00646-1,
s_008um_00380_00505-1,
s_008um_00812_00010-1,
s_008um_00150_00756-1,
s_008um_00760_00527-1,
s_008um_00685_00329-1,
s_008um_00166_00291-1,
s_008um_00789_00528-1,
s_008um_00636_00741-1,Fibroblast
s_008um_00359_00699-1,Fibroblast
s_008um_00465_00619-1,
s_008um_00709_00554-1,Fibroblast
s_008um_00471_00253-1,
s_008um_00224_00592-1,Fibroblast
s_008um_00562_00378-1,
s_008um_00778_00169-1,Fibroblast
s_008um_00153_00179-1,
s_008um_00503_00731-1,
s_008um_00144_00618-1,
s_008um_00332_00117-1,Fibroblast
s_008um_00305_00677-1,Fibroblast
s_008um_00318_00149-1,Fibroblast
s_008um_00754_00502-1,
s_008um_00835_00081-1,Fibroblast
s_008um_00341_00334-1,
s_008um_00707_00750-1,Fibroblast
s_008um_00648_00233-1,
s_008um_00222_00513-1,
s_008um_00488_00204-1,
s_008um_00817_00242-1,Fibroblast
s_008um_00233_00182-1,
s_008um_00154_00666-1,
s_008um_00367_00116-1,MCF10A
s_008um_00712_00066-1,
s_008um_00359_00300-1,
s_008um_00097_00259-1,
s_008um_00242_00495-1,
s_008um_00788_00539-1,
s_008um_00445_00048-1,
s_008um_00633_00296-1,
s_008um_00742_00621-1,Fibroblast
s_008um_00405_00736-1,Fibroblast
s_008um_00361_00036-1,
s_008um_00132_00061-1,
s_008um_00834_00648-1,Fibroblast
s_008um_00786_00304-1,
s_008um_00189_00150-1,
s_008um_00631_00646-1,Fibroblast
s_008um_00798_00685-1,Fibroblast
s_008um_00195_00151-1,
s_008um_00488_00237-1,
s_008um_00099_00549-1,
s_008um_00765_00632-1,Fibroblast
s_008um_00666_00682-1,Fibroblast
s_008um_00709_00762-1,
s_008um_00427_00089-1,
s_008um_00218_00269-1,
s_008um_00700_00679-1,Fibroblast
s_008um_00728_00639-1,Fibroblast
s_008um_00791_00137-1,Fibroblast
s_008um_00717_00621-1,Fibroblast
s_008um_00317_00083-1,Fibroblast
s_008um_00307_00801-1,
s_008um_00716_00669-1,MCF7
s_008um_00592_00700-1,
s_008um_00836_00745-1,Fibroblast
s_008um_00759_00710-1,Fibroblast
s_008um_00246_00641-1,Fibroblast
s_008um_00391_00034-1,
s_008um_00415_00644-1,
s_008um_00687_00781-1,
s_008um_00201_00152-1,
s_008um_00369_00556-1,Fibroblast
s_008um_00361_00197-1,Fibroblast
s_008um_00624_00178-1,
s_008um_00450_00675-1,
s_008um_00681_00119-1,
s_008um_00205_00671-1,MCF7
s_008um_00230_00303-1,
s_008um_00211_00175-1,
s_008um_00695_00544-1,Fibroblast
s_008um_00793_00357-1,
s_008um_00323_00085-1,Fibroblast
s_008um_00127_00093-1,
s_008um_00439_00164-1,
s_008um_00244_00755-1,Fibroblast
s_008um_00621_00097-1,
s_008um_00490_00325-1,
s_008um_00508_00680-1,
s_008um_00500_00158-1,
s_008um_00676_00803-1,
s_008um_00532_00062-1,
s_008um_00482_00091-1,
s_008um_00154_00537-1,
s_008um_00287_00351-1,
s_008um_00468_00630-1,
s_008um_00680_00607-1,Fibroblast
s_008um_00667_00147-1,
s_008um_00823_00621-1,Fibroblast
s_008um_00740_00718-1,Fibroblast
s_008um_00311_00137-1,Fibroblast
s_008um_00801_00322-1,
s_008um_00143_00254-1,
s_008um_00224_00243-1,
s_008um_00651_00618-1,Fibroblast
s_008um_00353_00018-1,
s_008um_00781_00103-1,Fibroblast
s_008um_00456_00110-1,
s_008um_00318_00089-1,Fibroblast
s_008um_00270_00356-1,
s_008um_00392_00702-1,Fibroblast
s_008um_00610_00120-1,
s_008um_00507_00231-1,
s_008um_00410_00394-1,
s_008um_00406_00664-1,Fibroblast
s_008um_00381_00183-1,Fibroblast
s_008um_00279_00668-1,Fibroblast
s_008um_00340_00042-1,
s_008um_00752_00582-1,Fibroblast
s_008um_00695_00537-1,
s_008um_00707_00230-1,Fibroblast
s_008um_00148_00308-1,
s_008um_00302_00063-1,
s_008um_00346_00295-1,
s_008um_00510_00348-1,
s_008um_00183_00695-1,
s_008um_00320_00095-1,Fibroblast
s_008um_00152_00112-1,
s_008um_00493_00282-1,
s_008um_00828_00048-1,
s_008um_00422_00454-1,
s_008um_00394_00171-1,Fibroblast
s_008um_00473_00291-1,
s_008um_00765_00753-1,Fibroblast
s_008um_00624_00110-1,
s_008um_00770_00317-1,
s_008um_00471_00167-1,
s_008um_00689_00537-1,
s_008um_00728_00794-1,
s_008um_00323_00529-1,
s_008um_00310_00573-1,Fibroblast
s_008um_00127_00106-1,
s_008um_00278_00287-1,
s_008um_00297_00661-1,Fibroblast
s_008um_00192_00280-1,
s_008um_00238_00746-1,Fibroblast
s_008um_00191_00338-1,
s_008um_00229_00763-1,Fibroblast
s_008um_00824_00211-1,MCF10A
s_008um_00246_00157-1,Fibroblast
s_008um_00322_00673-1,Fibroblast
s_008um_00242_00623-1,Fibroblast
s_008um_00276_00673-1,Fibroblast
s_008um_00317_00225-1,Fibroblast
s_008um_00668_00539-1,
s_008um_00240_00270-1,
s_008um_00658_00167-1,
s_008um_00281_00733-1,Fibroblast
s_008um_00736_00522-1,
s_008um_00387_00473-1,
s_008um_00486_00118-1,
s_008um_00742_00253-1,Fibroblast
s_008um_00831_00702-1,Fibroblast
s_008um_00311_00150-1,Fibroblast
s_008um_00712_00015-1,
s_008um_00224_00380-1,
s_008um_00153_00596-1,
s_008um_00737_00128-1,Fibroblast
s_008um_00260_00108-1,Fibroblast
s_008um_00600_00595-1,
s_008um_00135_00598-1,
s_008um_00285_00437-1,
s_008um_00159_00239-1,
s_008um_00354_00712-1,Fibroblast
s_008um_00229_00750-1,Fibroblast
s_008um_00364_00307-1,
s_008um_00650_00235-1,
s_008um_00742_00480-1,
s_008um_00781_00590-1,Fibroblast
s_008um_00834_00036-1,
s_008um_00492_00732-1,
s_008um_00771_00075-1,Fibroblast
s_008um_00706_00581-1,Fibroblast
s_008um_00222_00677-1,Fibroblast
s_008um_00828_00257-1,Fibroblast
s_008um_00347_00266-1,Fibroblast
s_008um_00631_00362-1,
s_008um_00710_00638-1,Fibroblast
s_008um_00564_00189-1,
s_008um_00797_00217-1,MCF10A
s_008um_00351_00188-1,Fibroblast
s_008um_00739_00516-1,
s_008um_00220_00336-1,
s_008um_00439_00064-1,
s_008um_00462_00175-1,
s_008um_00723_00280-1,Fibroblast
s_008um_00230_00259-1,
s_008um_00794_00790-1,
s_008um_00649_00327-1,
s_008um_00388_00675-1,Fibroblast
s_008um_00293_00638-1,MCF7
s_008um_00796_00727-1,Fibroblast
s_008um_00606_00653-1,
s_008um_00329_00216-1,Fibroblast
s_008um_00740_00733-1,Fibroblast
s_008um_00455_00531-1,
s_008um_00306_00468-1,
s_008um_00254_00033-1,
s_008um_00287_00194-1,Fibroblast
s_008um_00706_00040-1,
s_008um_00820_00733-1,Fibroblast
s_008um_00751_00346-1,
s_008um_00836_00248-1,Fibroblast
s_008um_00287_00776-1,
s_008um_00290_00332-1,
s_008um_00312_00287-1,
s_008um_00262_00183-1,Fibroblast
s_008um_00415_00230-1,
s_008um_00489_00362-1,
s_008um_00323_00321-1,
s_008um_00786_00720-1,MCF7
s_008um_00632_00767-1,
s_008um_00445_00700-1,
s_008um_00770_00473-1,
s_008um_00374_00320-1,
s_008um_00698_00674-1,Fibroblast
s_008um_00472_00513-1,
s_008um_00580_00264-1,
s_008um_00247_00352-1,
s_008um_00601_00310-1,
s_008um_00378_00475-1,
s_008um_00242_00464-1,
s_008um_00762_00650-1,Fibroblast
s_008um_00268_00345-1,
s_008um_00719_00052-1,
s_008um_00617_00080-1,
s_008um_00811_00280-1,Fibroblast
s_008um_00524_00235-1,
s_008um_00273_00274-1,Fibroblast
s_008um_00294_00579-1,MCF7
s_008um_00787_00266-1,Fibroblast
s_008um_00494_00346-1,
s_008um_00743_00770-1,
s_008um_00777_00034-1,
s_008um_00265_00208-1,Fibroblast
s_008um_00613_00133-1,
s_008um_00589_00149-1,
s_008um_00466_00342-1,
s_008um_00194_00116-1,
s_008um_00248_00184-1,Fibroblast
s_008um_00639_00166-1,
s_008um_00217_00122-1,
s_008um_00391_00785-1,
s_008um_00399_00582-1,Fibroblast
s_008um_00786_00761-1,
s_008um_00177_00722-1,
s_008um_00769_00767-1,
s_008um_00611_00726-1,
s_008um_00689_00018-1,
s_008um_00631_00757-1,
s_008um_00825_00644-1,Fibroblast
s_008um_00491_00721-1,
s_008um_00339_00189-1,Fibroblast
s_008um_00296_00271-1,Fibroblast
s_008um_00705_00792-1,
s_008um_00763_00260-1,Fibroblast
s_008um_00161_00016-1,
s_008um_00271_00134-1,MCF7
s_008um_00427_00066-1,
s_008um_00379_00063-1,
s_008um_00754_00187-1,Fibroblast
s_008um_00495_00034-1,
s_008um_00137_00173-1,
s_008um_00640_00264-1,
s_008um_00278_00093-1,Fibroblast
s_008um_00721_00458-1,
s_008um_00586_00678-1,
s_008um_00632_00096-1,
s_008um_00119_00495-1,
s_008um_00156_00226-1,
s_008um_00148_00220-1,
s_008um_00827_00692-1,Fibroblast
s_008um_00826_00500-1,
s_008um_00302_00053-1,
s_008um_00828_00551-1,Fibroblast
s_008um_00502_00126-1,
s_008um_00349_00121-1,MCF7
s_008um_00495_00240-1,
s_008um_00835_00098-1,Fibroblast
s_008um_00737_00076-1,Fibroblast
s_008um_00628_00149-1,
s_008um_00616_00740-1,
s_008um_00780_00551-1,Fibroblast
s_008um_00344_00101-1,Fibroblast
s_008um_00492_00217-1,
s_008um_00395_00052-1,
s_008um_00190_00794-1,
s_008um_00236_00255-1,
s_008um_00523_00132-1,
s_008um_00214_00098-1,
s_008um_00612_00697-1,
s_008um_00202_00588-1,Fibroblast
s_008um_00279_00030-1,
s_008um_00370_00049-1,
s_008um_00306_00493-1,
s_008um_00677_00777-1,
s_008um_00650_00162-1,
s_008um_00326_00149-1,Fibroblast
s_008um_00807_00778-1,
s_008um_00674_00573-1,Fibroblast
s_008um_00345_00065-1,Fibroblast
s_008um_00395_00723-1,Fibroblast
s_008um_00466_00290-1,
s_008um_00396_00181-1,Fibroblast
s_008um_00502_00175-1,
s_008um_00632_00160-1,
s_008um_00249_00596-1,Fibroblast
s_008um_00269_00183-1,Fibroblast
s_008um_00381_00259-1,Fibroblast
s_008um_00664_00685-1,Fibroblast
s_008um_00328_00696-1,Fibroblast
s_008um_00231_00179-1,
s_008um_00252_00203-1,Fibroblast
s_008um_00247_00560-1,Fibroblast
s_008um_00732_00218-1,Fibroblast
s_008um_00803_00707-1,Fibroblast
s_008um_00388_00501-1,
s_008um_00186_00325-1,
s_008um_00161_00704-1,
s_008um_00318_00522-1,
s_008um_00437_00780-1,
s_008um_00726_00021-1,
s_008um_00341_00182-1,MCF10A
s_008um_00808_00692-1,Fibroblast
s_008um_00169_00336-1,
s_008um_00223_00345-1,
s_008um_00181_00566-1,
s_008um_00478_00712-1,
s_008um_00713_00083-1,Fibroblast
s_008um_00170_00102-1,
s_008um_00325_00792-1,
s_008um_00679_00603-1,Fibroblast
s_008um_00663_00633-1,Fibroblast
s_008um_00710_00480-1,
s_008um_00518_00673-1,
s_008um_00222_00719-1,Fibroblast
s_008um_00625_00307-1,
s_008um_00135_00284-1,
s_008um_00306_00467-1,
s_008um_00501_00151-1,
s_008um_00814_00311-1,
s_008um_00733_00045-1,
s_008um_00380_00322-1,
s_008um_00562_00542-1,
s_008um_00455_00399-1,
s_008um_00004_00425-1,
s_008um_00721_00741-1,Fibroblast
s_008um_00648_00822-1,
s_008um_00637_00668-1,Fibroblast
s_008um_00438_00214-1,
s_008um_00264_00772-1,
s_008um_00718_00758-1,
s_008um_00111_00186-1,
s_008um_00120_00115-1,
s_008um_00316_00725-1,Fibroblast
s_008um_00331_00617-1,Fibroblast
s_008um_00768_00243-1,Fibroblast
s_008um_00511_00061-1,
s_008um_00444_00222-1,
s_008um_00295_00283-1,
s_008um_00264_00156-1,Fibroblast
s_008um_00225_00578-1,Fibroblast
s_008um_00254_00485-1,
s_008um_00348_00718-1,Fibroblast
s_008um_00758_00590-1,Fibroblast
s_008um_00268_00238-1,Fibroblast
s_008um_00139_00115-1,
s_008um_00576_00679-1,
s_008um_00617_00767-1,
s_008um_00621_00257-1,
s_008um_00515_00019-1,
s_008um_00642_00549-1,Fibroblast
s_008um_00427_00311-1,
s_008um_00394_00549-1,
s_008um_00502_00002-1,
s_008um_00375_00090-1,Fibroblast
s_008um_00724_00193-1,Fibroblast
s_008um_00683_00700-1,Fibroblast
s_008um_00387_00234-1,Fibroblast
s_008um_00690_00324-1,
s_008um_00446_00107-1,
s_008um_00287_00502-1,
s_008um_00103_00160-1,
s_008um_00153_00528-1,
s_008um_00266_00682-1,Fibroblast
s_008um_00762_00125-1,Fibroblast
s_008um_00184_00580-1,
s_008um_00341_00167-1,Fibroblast
s_008um_00110_00655-1,
s_008um_00400_00075-1,Fibroblast
s_008um_00535_00540-1,
s_008um_00659_00746-1,Fibroblast
s_008um_00301_00184-1,Fibroblast
s_008um_00743_00217-1,MCF10A
s_008um_00696_00071-1,
s_008um_00428_00618-1,
s_008um_00522_00235-1,
s_008um_00124_00153-1,
s_008um_00139_00672-1,
s_008um_00202_00767-1,Fibroblast
s_008um_00379_00321-1,
s_008um_00261_00175-1,Fibroblast
s_008um_00299_00692-1,MCF7
s_008um_00772_00235-1,Fibroblast
s_008um_00112_00158-1,
s_008um_00731_00211-1,Fibroblast
s_008um_00651_00806-1,
s_008um_00628_00563-1,Fibroblast
s_008um_00761_00627-1,Fibroblast
s_008um_00593_00683-1,
s_008um_00305_00787-1,
s_008um_00769_00365-1,
s_008um_00731_00784-1,
s_008um_00772_00311-1,
s_008um_00181_00180-1,
s_008um_00183_00562-1,
s_008um_00121_00120-1,
s_008um_00766_00033-1,
s_008um_00691_00078-1,Fibroblast
s_008um_00699_00218-1,Fibroblast
s_008um_00276_00716-1,Fibroblast
s_008um_00363_00585-1,Fibroblast
s_008um_00234_00693-1,Fibroblast
s_008um_00608_00622-1,
s_008um_00782_00742-1,Fibroblast
s_008um_00499_00509-1,
s_008um_00681_00337-1,
s_008um_00224_00531-1,
s_008um_00163_00323-1,
s_008um_00750_00164-1,Fibroblast
s_008um_00805_00510-1,
s_008um_00363_00128-1,MCF7
s_008um_00397_00443-1,
s_008um_00806_00494-1,
s_008um_00732_00666-1,Fibroblast
s_008um_00362_00608-1,Fibroblast
s_008um_00760_00601-1,Fibroblast
s_008um_00542_00223-1,
s_008um_00307_00113-1,Fibroblast
s_008um_00327_00727-1,Fibroblast
s_008um_00793_00097-1,Fibroblast
s_008um_00522_00283-1,
s_008um_00448_00532-1,
s_008um_00182_00654-1,
s_008um_00694_00796-1,
s_008um_00534_00021-1,
s_008um_00673_00272-1,
s_008um_00151_00301-1,
s_008um_00338_00343-1,
s_008um_00211_00540-1,
s_008um_00565_00385-1,
s_008um_00354_00248-1,Fibroblast
s_008um_00147_00068-1,
s_008um_00391_00602-1,Fibroblast
s_008um_00447_00073-1,
s_008um_00219_00582-1,Fibroblast
s_008um_00233_00014-1,
s_008um_00268_00532-1,
s_008um_00722_00669-1,Fibroblast
s_008um_00262_00282-1,
s_008um_00811_00495-1,
s_008um_00372_00243-1,Fibroblast
s_008um_00322_00501-1,
s_008um_00808_00052-1,
s_008um_00745_00138-1,Fibroblast
s_008um_00241_00341-1,
s_008um_00815_00820-1,
s_008um_00641_00523-1,
s_008um_00207_00764-1,Fibroblast
s_008um_00622_00176-1,
s_008um_00781_00202-1,Fibroblast
s_008um_00609_00250-1,
s_008um_00618_00595-1,
s_008um_00274_00498-1,
s_008um_00540_00341-1,
s_008um_00309_00266-1,Fibroblast
s_008um_00334_00527-1,
s_008um_00683_00567-1,Fibroblast
s_008um_00229_00388-1,
s_008um_00625_00163-1,
s_008um_00279_00470-1,
s_008um_00454_00182-1,
s_008um_00693_00527-1,
s_008um_00318_00320-1,
s_008um_00369_00565-1,Fibroblast
s_008um_00805_00564-1,Fibroblast
s_008um_00652_00263-1,
s_008um_00758_00373-1,
s_008um_00784_00549-1,Fibroblast
s_008um_00414_00535-1,
s_008um_00642_00610-1,Fibroblast
s_008um_00467_00220-1,
s_008um_00782_00582-1,Fibroblast
s_008um_00102_00760-1,
s_008um_00822_00539-1,
s_008um_00291_00330-1,
s_008um_00635_00077-1,
s_008um_00564_00318-1,
s_008um_00681_00358-1,
s_008um_00640_00715-1,Fibroblast
s_008um_00672_00099-1,
s_008um_00267_00783-1,
s_008um_00355_00770-1,
s_008um_00204_00067-1,
s_008um_00664_00273-1,
s_008um_00150_00251-1,
s_008um_00356_00634-1,Fibroblast
s_008um_00802_00512-1,
s_008um_00773_00675-1,Fibroblast
s_008um_00247_00567-1,Fibroblast
s_008um_00191_00722-1,Fibroblast
s_008um_00237_00568-1,Fibroblast
s_008um_00711_00296-1,
s_008um_00699_00048-1,
s_008um_00661_00129-1,
s_008um_00354_00271-1,Fibroblast
s_008um_00578_00396-1,
s_008um_00354_00345-1,
s_008um_00418_00362-1,
s_008um_00139_00604-1,
s_008um_00740_00766-1,
s_008um_00212_00767-1,Fibroblast
s_008um_00689_00704-1,Fibroblast
s_008um_00788_00121-1,Fibroblast
s_008um_00638_00399-1,
s_008um_00382_00294-1,
s_008um_00675_00565-1,Fibroblast
s_008um_00426_00713-1,
s_008um_00563_00189-1,
s_008um_00433_00355-1,
s_008um_00478_00071-1,
s_008um_00247_00535-1,
s_008um_00390_00213-1,Fibroblast
s_008um_00329_00204-1,MCF10A
s_008um_00272_00734-1,Fibroblast
s_008um_00393_00138-1,Fibroblast
s_008um_00672_00087-1,
s_008um_00346_00204-1,MCF7
s_008um_00705_00186-1,Fibroblast
s_008um_00713_00609-1,Fibroblast
s_008um_00660_00579-1,Fibroblast
s_008um_00313_00628-1,Fibroblast
s_008um_00351_00047-1,
s_008um_00675_00067-1,
s_008um_00240_00668-1,Fibroblast
s_008um_00690_00690-1,MCF10A
s_008um_00395_00207-1,Fibroblast
s_008um_00378_00274-1,Fibroblast
s_008um_00454_00297-1,
s_008um_00295_00295-1,
s_008um_00799_00535-1,
s_008um_00246_00546-1,
s_008um_00346_00708-1,Fibroblast
s_008um_00380_00439-1,
s_008um_00294_00667-1,Fibroblast
s_008um_00694_00259-1,Fibroblast
s_008um_00375_00664-1,Fibroblast
s_008um_00224_00509-1,
s_008um_00717_00703-1,Fibroblast
s_008um_00215_00766-1,Fibroblast
s_008um_00125_00616-1,
s_008um_00707_00247-1,Fibroblast
s_008um_00264_00191-1,Fibroblast
s_008um_00771_00520-1,
s_008um_00429_00313-1,
s_008um_00568_00693-1,
s_008um_00354_00693-1,Fibroblast
s_008um_00635_00672-1,Fibroblast
s_008um_00220_00091-1,
s_008um_00729_00066-1,
s_008um_00350_00753-1,Fibroblast
s_008um_00790_00733-1,Fibroblast
s_008um_00581_00279-1,
s_008um_00636_00308-1,
s_008um_00338_00235-1,Fibroblast
s_008um_00705_00508-1,
s_008um_00748_00022-1,
s_008um_00393_00749-1,Fibroblast
s_008um_00178_00582-1,
s_008um_00379_00331-1,
s_008um_00436_00767-1,
s_008um_00258_00211-1,Fibroblast
s_008um_00387_00304-1,
s_008um_00366_00310-1,
s_008um_00209_00774-1,
s_008um_00239_00089-1,
s_008um_00748_00738-1,Fibroblast
s_008um_00123_00253-1,
s_008um_00535_00189-1,
s_008um_00145_00729-1,
s_008um_00705_00320-1,
s_008um_00618_00778-1,
s_008um_00825_00280-1,Fibroblast
s_008um_00219_00567-1,MCF7
s_008um_00512_00046-1,
s_008um_00759_00563-1,Fibroblast
s_008um_00403_00048-1,
s_008um_00712_00773-1,
s_008um_00427_00523-1,
s_008um_00654_00797-1,
s_008um_00798_00199-1,Fibroblast
s_008um_00652_00532-1,
s_008um_00338_00263-1,Fibroblast
s_008um_00132_00178-1,
s_008um_00360_00755-1,MCF7
s_008um_00656_00721-1,Fibroblast
s_008um_00648_00674-1,Fibroblast
s_008um_00150_00194-1,
s_008um_00421_00164-1,
s_008um_00513_00330-1,
s_008um_00673_00299-1,
s_008um_00824_00338-1,
s_008um_00538_00282-1,
s_008um_00154_00099-1,
s_008um_00609_00749-1,
s_008um_00161_00212-1,
s_008um_00363_00067-1,Fibroblast
s_008um_00236_00519-1,
s_008um_00612_00625-1,
s_008um_00355_00235-1,Fibroblast
s_008um_00829_00015-1,
s_008um_00393_00681-1,Fibroblast
s_008um_00267_00572-1,Fibroblast
s_008um_00560_00340-1,
s_008um_00374_00561-1,Fibroblast
s_008um_00777_00069-1,
s_008um_00252_00149-1,Fibroblast
s_008um_00696_00190-1,Fibroblast
s_008um_00703_00294-1,
s_008um_00760_00749-1,Fibroblast
s_008um_00309_00270-1,Fibroblast
s_008um_00263_00329-1,
s_008um_00290_00515-1,
s_008um_00681_00698-1,Fibroblast
s_008um_00517_00324-1,
s_008um_00401_00531-1,
s_008um_00754_00785-1,
s_008um_00255_00816-1,
s_008um_00836_00331-1,
s_008um_00679_00526-1,
s_008um_00294_00073-1,Fibroblast
s_008um_00762_00237-1,Fibroblast
s_008um_00767_00721-1,Fibroblast
s_008um_00460_00255-1,
s_008um_00622_00074-1,
s_008um_00459_00300-1,
