Barcode,PrintPattern
s_008um_00547_00164-1,Pattern_3
s_008um_00125_00607-1,
s_008um_00599_00014-1,
s_008um_00521_00817-1,
s_008um_00621_00774-1,
s_008um_00528_00274-1,
s_008um_00725_00509-1,
s_008um_00701_00607-1,
s_008um_00072_00169-1,MCF10A_CTRL
s_008um_00677_00061-1,
s_008um_00681_00798-1,
s_008um_00686_00149-1,Pattern_3
s_008um_00390_00225-1,
s_008um_00755_00543-1,
s_008um_00589_00306-1,
s_008um_00798_00331-1,
s_008um_00655_00285-1,Pattern_3
s_008um_00377_00334-1,
s_008um_00587_00143-1,Pattern_3
s_008um_00667_00650-1,
s_008um_00688_00101-1,Pattern_3
s_008um_00574_00824-1,
s_008um_00495_00542-1,
s_008um_00640_00028-1,
s_008um_00613_00732-1,Random_3
s_008um_00569_00595-1,Random_3
s_008um_00486_00364-1,
s_008um_00648_00702-1,Random_3
s_008um_00652_00252-1,Pattern_3
s_008um_00611_00804-1,
s_008um_00688_00185-1,Pattern_3
s_008um_00020_00776-1,Fibroblast_CTRL
s_008um_00472_00682-1,
s_008um_00395_00620-1,
s_008um_00682_00224-1,Pattern_3
s_008um_00746_00326-1,
s_008um_00489_00588-1,
s_008um_00609_00156-1,Pattern_3
s_008um_00789_00299-1,
s_008um_00686_00637-1,
s_008um_00489_00781-1,
s_008um_00692_00058-1,
s_008um_00622_00678-1,Random_3
s_008um_00440_00751-1,
s_008um_00203_00672-1,
s_008um_00176_00545-1,MCF7_CTRL
s_008um_00637_00617-1,Random_3
s_008um_00293_00540-1,
s_008um_00085_00833-1,Fibroblast_CTRL
s_008um_00646_00665-1,Random_3
s_008um_00734_00540-1,
s_008um_00059_00288-1,MCF10A_CTRL
s_008um_00139_00196-1,MCF10A_CTRL
s_008um_00741_00682-1,
s_008um_00253_00188-1,
s_008um_00378_00073-1,
s_008um_00592_00144-1,Pattern_3
s_008um_00700_00542-1,
s_008um_00421_00217-1,
s_008um_00148_00802-1,Fibroblast_CTRL
s_008um_00263_00408-1,
s_008um_00088_00200-1,MCF10A_CTRL
s_008um_00588_00440-1,
s_008um_00735_00792-1,
s_008um_00378_00220-1,
s_008um_00450_00743-1,
s_008um_00597_00688-1,Random_3
s_008um_00506_00539-1,
s_008um_00349_00317-1,
s_008um_00133_00723-1,Fibroblast_CTRL
s_008um_00650_00265-1,Pattern_3
s_008um_00701_00548-1,
s_008um_00609_00304-1,
s_008um_00673_00657-1,
s_008um_00670_00809-1,
s_008um_00453_00065-1,
s_008um_00714_00653-1,
s_008um_00669_00779-1,
s_008um_00667_00675-1,
s_008um_00567_00762-1,
s_008um_00443_00029-1,
s_008um_00564_00018-1,
s_008um_00637_00341-1,
s_008um_00096_00764-1,Fibroblast_CTRL
s_008um_00457_00223-1,
s_008um_00021_00771-1,Fibroblast_CTRL
s_008um_00126_00757-1,Fibroblast_CTRL
s_008um_00229_00373-1,
s_008um_00119_00653-1,
s_008um_00801_00216-1,
s_008um_00672_00644-1,
s_008um_00592_00645-1,Random_3
s_008um_00545_00542-1,Random_3
s_008um_00666_00194-1,Pattern_3
s_008um_00152_00208-1,MCF10A_CTRL
s_008um_00221_00765-1,Fibroblast_CTRL
s_008um_00561_00272-1,Pattern_3
s_008um_00794_00169-1,
s_008um_00585_00668-1,Random_3
s_008um_00654_00125-1,Pattern_3
s_008um_00134_00816-1,Fibroblast_CTRL
s_008um_00213_00748-1,Fibroblast_CTRL
s_008um_00248_00696-1,Fibroblast_CTRL
s_008um_00632_00814-1,
s_008um_00513_00213-1,
s_008um_00279_00665-1,
s_008um_00255_00548-1,MCF7_CTRL
s_008um_00455_00054-1,
s_008um_00459_00138-1,
s_008um_00487_00681-1,
s_008um_00536_00155-1,Pattern_3
s_008um_00664_00819-1,
s_008um_00635_00594-1,Random_3
s_008um_00506_00140-1,
s_008um_00208_00571-1,
s_008um_00543_00621-1,Random_3
s_008um_00242_00645-1,
s_008um_00726_00559-1,
s_008um_00595_00530-1,
s_008um_00766_00655-1,
s_008um_00157_00194-1,MCF10A_CTRL
s_008um_00223_00692-1,Fibroblast_CTRL
s_008um_00615_00542-1,Random_3
s_008um_00331_00329-1,
s_008um_00791_00056-1,
s_008um_00642_00068-1,
s_008um_00669_00528-1,
s_008um_00066_00189-1,MCF10A_CTRL
s_008um_00592_00017-1,
s_008um_00276_00657-1,
s_008um_00347_00191-1,
s_008um_00521_00129-1,
s_008um_00190_00765-1,Fibroblast_CTRL
s_008um_00715_00711-1,
s_008um_00613_00267-1,Pattern_3
s_008um_00585_00323-1,
s_008um_00452_00732-1,
s_008um_00562_00308-1,
s_008um_00429_00696-1,
s_008um_00126_00628-1,
s_008um_00477_00544-1,
s_008um_00090_00779-1,Fibroblast_CTRL
s_008um_00520_00019-1,
s_008um_00546_00348-1,
s_008um_00772_00668-1,
s_008um_00198_00777-1,Fibroblast_CTRL
s_008um_00296_00366-1,MCF7_CTRL
s_008um_00111_00739-1,Fibroblast_CTRL
s_008um_00697_00203-1,
s_008um_00686_00243-1,Pattern_3
s_008um_00350_00261-1,
s_008um_00582_00415-1,
s_008um_00521_00054-1,
s_008um_00535_00665-1,Random_3
s_008um_00753_00655-1,
s_008um_00497_00620-1,
s_008um_00045_00742-1,Fibroblast_CTRL
s_008um_00596_00160-1,Pattern_3
s_008um_00497_00560-1,
s_008um_00786_00742-1,
s_008um_00586_00493-1,
s_008um_00677_00707-1,
s_008um_00737_00180-1,
s_008um_00712_00176-1,
s_008um_00043_00259-1,MCF10A_CTRL
s_008um_00172_00730-1,Fibroblast_CTRL
s_008um_00755_00641-1,
s_008um_00125_00276-1,MCF10A_CTRL
s_008um_00620_00586-1,Random_3
s_008um_00627_00743-1,Random_3
s_008um_00012_00702-1,Fibroblast_CTRL
s_008um_00624_00038-1,
s_008um_00690_00783-1,
s_008um_00118_00776-1,Fibroblast_CTRL
s_008um_00496_00754-1,
s_008um_00574_00682-1,Random_3
s_008um_00454_00310-1,
s_008um_00816_00327-1,
s_008um_00168_00275-1,
s_008um_00465_00202-1,
s_008um_00624_00317-1,
s_008um_00470_00061-1,
s_008um_00617_00539-1,
s_008um_00716_00056-1,
s_008um_00233_00229-1,
s_008um_00716_00232-1,
s_008um_00717_00139-1,
s_008um_00762_00708-1,
s_008um_00634_00069-1,
s_008um_00772_00699-1,
s_008um_00587_00647-1,Random_3
s_008um_00674_00772-1,
s_008um_00594_00234-1,Pattern_3
s_008um_00604_00178-1,Pattern_3
s_008um_00426_00002-1,
s_008um_00717_00104-1,
s_008um_00597_00649-1,Random_3
s_008um_00125_00234-1,MCF10A_CTRL
s_008um_00243_00220-1,
s_008um_00155_00694-1,Fibroblast_CTRL
s_008um_00457_00696-1,
s_008um_00493_00159-1,
s_008um_00257_00388-1,
s_008um_00545_00187-1,Pattern_3
s_008um_00534_00666-1,Random_3
s_008um_00617_00049-1,
s_008um_00778_00756-1,
s_008um_00671_00192-1,Pattern_3
s_008um_00129_00118-1,
s_008um_00644_00236-1,Pattern_3
s_008um_00209_00252-1,
s_008um_00435_00224-1,
s_008um_00088_00818-1,Fibroblast_CTRL
s_008um_00524_00357-1,
s_008um_00625_00277-1,Pattern_3
s_008um_00398_00272-1,
s_008um_00693_00562-1,
s_008um_00380_00334-1,
s_008um_00512_00233-1,
s_008um_00674_00338-1,
s_008um_00620_00099-1,Pattern_3
s_008um_00716_00174-1,
s_008um_00110_00826-1,Fibroblast_CTRL
s_008um_00328_00322-1,
s_008um_00574_00435-1,
s_008um_00515_00037-1,
s_008um_00557_00133-1,Pattern_3
s_008um_00597_00268-1,Pattern_3
s_008um_00509_00307-1,
s_008um_00351_00439-1,
s_008um_00609_00741-1,Random_3
s_008um_00500_00295-1,
s_008um_00558_00327-1,
s_008um_00534_00362-1,
s_008um_00695_00520-1,
s_008um_00483_00822-1,
s_008um_00604_00672-1,Random_3
s_008um_00258_00770-1,Fibroblast_CTRL
s_008um_00250_00733-1,Fibroblast_CTRL
s_008um_00510_00547-1,Random_3
s_008um_00062_00688-1,Fibroblast_CTRL
s_008um_00607_00039-1,
s_008um_00512_00509-1,
s_008um_00578_00137-1,Pattern_3
s_008um_00040_00724-1,Fibroblast_CTRL
s_008um_00625_00712-1,Random_3
s_008um_00319_00378-1,
s_008um_00475_00262-1,
s_008um_00129_00609-1,
s_008um_00713_00752-1,
s_008um_00636_00306-1,
s_008um_00509_00682-1,
s_008um_00278_00769-1,
s_008um_00685_00503-1,
s_008um_00462_00683-1,
s_008um_00301_00306-1,
s_008um_00132_00290-1,
s_008um_00218_00675-1,
s_008um_00640_00342-1,
s_008um_00707_00493-1,
s_008um_00299_00308-1,
s_008um_00330_00357-1,
s_008um_00480_00714-1,
s_008um_00809_00209-1,
s_008um_00064_00268-1,MCF10A_CTRL
s_008um_00041_00224-1,MCF10A_CTRL
s_008um_00653_00314-1,
s_008um_00787_00196-1,
s_008um_00609_00580-1,Random_3
s_008um_00055_00302-1,MCF10A_CTRL
s_008um_00135_00674-1,
s_008um_00208_00807-1,Fibroblast_CTRL
s_008um_00690_00183-1,
s_008um_00556_00120-1,Pattern_3
s_008um_00726_00078-1,
s_008um_00565_00150-1,Pattern_3
s_008um_00632_00232-1,Pattern_3
s_008um_00772_00712-1,
s_008um_00548_00757-1,
s_008um_00668_00631-1,
s_008um_00212_00559-1,
s_008um_00796_00327-1,
s_008um_00499_00236-1,
s_008um_00109_00271-1,MCF10A_CTRL
s_008um_00485_00058-1,
s_008um_00219_00669-1,
s_008um_00753_00746-1,
s_008um_00631_00207-1,Pattern_3
s_008um_00549_00627-1,Random_3
s_008um_00592_00239-1,Pattern_3
s_008um_00635_00508-1,
s_008um_00504_00177-1,
s_008um_00816_00196-1,
s_008um_00698_00619-1,
s_008um_00360_00271-1,
s_008um_00239_00382-1,
s_008um_00478_00261-1,
s_008um_00763_00538-1,
s_008um_00493_00724-1,
s_008um_00635_00607-1,Random_3
s_008um_00092_00181-1,MCF10A_CTRL
s_008um_00199_00443-1,
s_008um_00431_00106-1,
s_008um_00054_00159-1,MCF10A_CTRL
s_008um_00775_00248-1,
s_008um_00761_00321-1,
s_008um_00434_00216-1,
s_008um_00588_00152-1,Pattern_3
s_008um_00568_00416-1,
s_008um_00412_00141-1,
s_008um_00584_00204-1,Pattern_3
s_008um_00009_00214-1,MCF10A_CTRL
s_008um_00681_00385-1,
s_008um_00809_00329-1,
s_008um_00736_00675-1,
s_008um_00575_00832-1,
s_008um_00784_00041-1,
s_008um_00481_00166-1,
s_008um_00498_00661-1,
s_008um_00499_00811-1,
s_008um_00095_00247-1,MCF10A_CTRL
s_008um_00593_00265-1,Pattern_3
s_008um_00199_00749-1,Fibroblast_CTRL
s_008um_00555_00207-1,Pattern_3
s_008um_00612_00747-1,
s_008um_00211_00467-1,
s_008um_00399_00189-1,
s_008um_00644_00628-1,Random_3
s_008um_00665_00602-1,
s_008um_00091_00187-1,MCF10A_CTRL
s_008um_00022_00810-1,Fibroblast_CTRL
s_008um_00022_00163-1,MCF10A_CTRL
s_008um_00739_00040-1,
s_008um_00288_00615-1,
s_008um_00727_00217-1,
s_008um_00138_00256-1,
s_008um_00616_00355-1,
s_008um_00538_00283-1,Pattern_3
s_008um_00164_00809-1,Fibroblast_CTRL
s_008um_00669_00374-1,
s_008um_00437_00191-1,
s_008um_00657_00374-1,
s_008um_00195_00525-1,
s_008um_00723_00648-1,
s_008um_00192_00562-1,MCF7_CTRL
s_008um_00517_00103-1,
s_008um_00278_00773-1,
s_008um_00787_00179-1,
s_008um_00509_00655-1,
s_008um_00189_00326-1,
s_008um_00226_00741-1,Fibroblast_CTRL
s_008um_00733_00127-1,
s_008um_00544_00263-1,Pattern_3
s_008um_00676_00000-1,
s_008um_00338_00502-1,
s_008um_00176_00488-1,MCF7_CTRL
s_008um_00585_00480-1,
s_008um_00575_00037-1,
s_008um_00613_00800-1,
s_008um_00240_00517-1,MCF7_CTRL
s_008um_00141_00218-1,MCF10A_CTRL
s_008um_00643_00522-1,
s_008um_00217_00824-1,Fibroblast_CTRL
s_008um_00537_00825-1,
s_008um_00571_00402-1,
s_008um_00635_00007-1,
s_008um_00659_00014-1,
s_008um_00599_00691-1,Random_3
s_008um_00077_00263-1,MCF10A_CTRL
s_008um_00656_00089-1,Pattern_3
s_008um_00593_00399-1,
s_008um_00644_00119-1,Pattern_3
s_008um_00714_00814-1,
s_008um_00685_00716-1,
s_008um_00467_00060-1,
s_008um_00744_00591-1,
s_008um_00042_00248-1,MCF10A_CTRL
s_008um_00304_00264-1,
s_008um_00629_00375-1,
s_008um_00603_00198-1,Pattern_3
s_008um_00742_00017-1,
s_008um_00514_00801-1,
s_008um_00105_00790-1,Fibroblast_CTRL
s_008um_00659_00629-1,Random_3
s_008um_00330_00308-1,
s_008um_00810_00315-1,
s_008um_00638_00734-1,Random_3
s_008um_00241_00457-1,
s_008um_00338_00544-1,
s_008um_00623_00614-1,Random_3
s_008um_00080_00769-1,Fibroblast_CTRL
s_008um_00016_00815-1,Fibroblast_CTRL
s_008um_00441_00103-1,
s_008um_00309_00262-1,
s_008um_00820_00285-1,
s_008um_00423_00070-1,
s_008um_00729_00056-1,
s_008um_00501_00068-1,
s_008um_00588_00499-1,
s_008um_00718_00184-1,
s_008um_00719_00207-1,
s_008um_00751_00738-1,
s_008um_00244_00167-1,
s_008um_00719_00212-1,
s_008um_00454_00158-1,
s_008um_00467_00223-1,
s_008um_00466_00144-1,
s_008um_00191_00465-1,
s_008um_00470_00126-1,
s_008um_00272_00716-1,
s_008um_00518_00740-1,Random_3
s_008um_00641_00465-1,
s_008um_00343_00419-1,
s_008um_00753_00595-1,
s_008um_00286_00295-1,
s_008um_00256_00662-1,
s_008um_00309_00181-1,
s_008um_00161_00721-1,Fibroblast_CTRL
s_008um_00106_00732-1,Fibroblast_CTRL
s_008um_00800_00398-1,
s_008um_00714_00067-1,
s_008um_00698_00315-1,
s_008um_00667_00359-1,
s_008um_00518_00243-1,
s_008um_00554_00606-1,Random_3
s_008um_00714_00161-1,
s_008um_00773_00498-1,
s_008um_00771_00324-1,
s_008um_00773_00085-1,
s_008um_00583_00728-1,Random_3
s_008um_00634_00260-1,Pattern_3
s_008um_00476_00703-1,
s_008um_00362_00015-1,
s_008um_00299_00149-1,
s_008um_00573_00330-1,
s_008um_00776_00343-1,
s_008um_00765_00021-1,
s_008um_00528_00803-1,
s_008um_00435_00098-1,
s_008um_00632_00587-1,Random_3
s_008um_00261_00536-1,
s_008um_00611_00283-1,Pattern_3
s_008um_00125_00704-1,Fibroblast_CTRL
s_008um_00110_00828-1,Fibroblast_CTRL
s_008um_00460_00688-1,
s_008um_00140_00810-1,Fibroblast_CTRL
s_008um_00678_00348-1,
s_008um_00097_00681-1,Fibroblast_CTRL
s_008um_00378_00668-1,
s_008um_00545_00092-1,Pattern_3
s_008um_00566_00029-1,
s_008um_00664_00322-1,
s_008um_00536_00625-1,Random_3
s_008um_00308_00254-1,
s_008um_00233_00225-1,
s_008um_00503_00032-1,
s_008um_00115_00622-1,
s_008um_00527_00108-1,
s_008um_00662_00615-1,Random_3
s_008um_00674_00812-1,
s_008um_00064_00195-1,MCF10A_CTRL
s_008um_00474_00086-1,
s_008um_00488_00777-1,
s_008um_00618_00492-1,
s_008um_00477_00098-1,
s_008um_00046_00216-1,MCF10A_CTRL
s_008um_00171_00603-1,
s_008um_00078_00289-1,MCF10A_CTRL
s_008um_00729_00254-1,
s_008um_00600_00604-1,Random_3
s_008um_00735_00143-1,
s_008um_00161_00820-1,Fibroblast_CTRL
s_008um_00240_00655-1,
s_008um_00214_00554-1,
s_008um_00459_00120-1,
s_008um_00259_00557-1,
s_008um_00041_00715-1,Fibroblast_CTRL
s_008um_00658_00628-1,Random_3
s_008um_00682_00596-1,
s_008um_00519_00496-1,
s_008um_00583_00173-1,Pattern_3
s_008um_00703_00740-1,
s_008um_00660_00485-1,
s_008um_00566_00689-1,Random_3
s_008um_00770_00338-1,
s_008um_00559_00304-1,
s_008um_00058_00251-1,MCF10A_CTRL
s_008um_00500_00151-1,
s_008um_00556_00772-1,
s_008um_00529_00750-1,
s_008um_00708_00229-1,
s_008um_00767_00062-1,
s_008um_00740_00682-1,
s_008um_00543_00831-1,
s_008um_00733_00554-1,
s_008um_00465_00259-1,
s_008um_00614_00194-1,Pattern_3
s_008um_00766_00606-1,
s_008um_00032_00273-1,MCF10A_CTRL
s_008um_00527_00016-1,
s_008um_00617_00575-1,Random_3
s_008um_00494_00655-1,
s_008um_00344_00186-1,
s_008um_00728_00756-1,
s_008um_00462_00289-1,
s_008um_00684_00051-1,
s_008um_00235_00764-1,Fibroblast_CTRL
s_008um_00109_00235-1,MCF10A_CTRL
s_008um_00512_00083-1,
s_008um_00601_00304-1,
s_008um_00605_00750-1,
s_008um_00564_00365-1,
s_008um_00724_00520-1,
s_008um_00197_00486-1,
s_008um_00764_00521-1,
s_008um_00045_00180-1,MCF10A_CTRL
s_008um_00539_00384-1,
s_008um_00620_00587-1,Random_3
s_008um_00676_00092-1,Pattern_3
s_008um_00578_00825-1,
s_008um_00623_00187-1,Pattern_3
s_008um_00620_00567-1,Random_3
s_008um_00755_00141-1,
s_008um_00455_00617-1,
s_008um_00255_00539-1,MCF7_CTRL
s_008um_00516_00351-1,
s_008um_00199_00540-1,MCF7_CTRL
s_008um_00493_00109-1,
s_008um_00650_00053-1,
s_008um_00585_00132-1,Pattern_3
s_008um_00747_00199-1,
s_008um_00689_00506-1,
s_008um_00081_00703-1,Fibroblast_CTRL
s_008um_00651_00079-1,
s_008um_00151_00493-1,MCF7_CTRL
s_008um_00643_00085-1,Pattern_3
s_008um_00224_00305-1,
s_008um_00544_00796-1,
s_008um_00129_00756-1,Fibroblast_CTRL
s_008um_00684_00100-1,Pattern_3
s_008um_00629_00337-1,
s_008um_00750_00609-1,
s_008um_00427_00128-1,
s_008um_00561_00144-1,Pattern_3
s_008um_00781_00287-1,
s_008um_00723_00037-1,
s_008um_00553_00544-1,Random_3
s_008um_00085_00718-1,Fibroblast_CTRL
s_008um_00224_00361-1,
s_008um_00723_00812-1,
s_008um_00642_00772-1,
s_008um_00594_00766-1,
s_008um_00683_00741-1,
s_008um_00490_00269-1,
s_008um_00228_00759-1,Fibroblast_CTRL
s_008um_00111_00623-1,
s_008um_00145_00511-1,
s_008um_00772_00055-1,
s_008um_00318_00136-1,
s_008um_00532_00536-1,
s_008um_00133_00505-1,
s_008um_00747_00585-1,
s_008um_00733_00304-1,
s_008um_00511_00038-1,
s_008um_00573_00207-1,Pattern_3
s_008um_00600_00646-1,Random_3
s_008um_00671_00187-1,Pattern_3
s_008um_00566_00137-1,Pattern_3
s_008um_00014_00179-1,MCF10A_CTRL
s_008um_00701_00303-1,
s_008um_00246_00192-1,
s_008um_00696_00571-1,
s_008um_00790_00270-1,
s_008um_00580_00080-1,
s_008um_00366_00380-1,
s_008um_00574_00203-1,Pattern_3
s_008um_00678_00801-1,
s_008um_00551_00212-1,Pattern_3
s_008um_00541_00538-1,
s_008um_00717_00822-1,
s_008um_00523_00026-1,
s_008um_00237_00518-1,MCF7_CTRL
s_008um_00283_00286-1,
s_008um_00484_00598-1,
s_008um_00625_00008-1,
s_008um_00765_00181-1,
s_008um_00556_00174-1,Pattern_3
s_008um_00493_00126-1,
s_008um_00124_00747-1,Fibroblast_CTRL
s_008um_00631_00058-1,
s_008um_00465_00745-1,
s_008um_00040_00752-1,Fibroblast_CTRL
s_008um_00423_00237-1,
s_008um_00538_00545-1,Random_3
s_008um_00343_00289-1,
s_008um_00058_00192-1,MCF10A_CTRL
s_008um_00229_00034-1,
s_008um_00645_00249-1,Pattern_3
s_008um_00747_00151-1,
s_008um_00530_00768-1,
s_008um_00549_00658-1,Random_3
s_008um_00771_00303-1,
s_008um_00508_00085-1,
s_008um_00341_00189-1,
s_008um_00391_00240-1,
s_008um_00624_00119-1,Pattern_3
s_008um_00793_00163-1,
s_008um_00254_00267-1,
s_008um_00225_00579-1,
s_008um_00599_00195-1,Pattern_3
s_008um_00597_00681-1,Random_3
s_008um_00787_00277-1,
s_008um_00137_00256-1,
s_008um_00318_00763-1,
s_008um_00244_00656-1,
s_008um_00776_00002-1,
s_008um_00599_00060-1,
s_008um_00583_00088-1,Pattern_3
s_008um_00422_00154-1,
s_008um_00274_00382-1,MCF7_CTRL
s_008um_00494_00306-1,
s_008um_00739_00166-1,
s_008um_00612_00533-1,
s_008um_00625_00502-1,
s_008um_00709_00232-1,
s_008um_00589_00509-1,
s_008um_00714_00116-1,
s_008um_00542_00709-1,Random_3
s_008um_00667_00149-1,Pattern_3
s_008um_00700_00734-1,
s_008um_00214_00745-1,Fibroblast_CTRL
s_008um_00483_00153-1,
s_008um_00148_00827-1,Fibroblast_CTRL
s_008um_00743_00182-1,
s_008um_00804_00255-1,
s_008um_00188_00814-1,Fibroblast_CTRL
s_008um_00477_00787-1,
s_008um_00088_00183-1,MCF10A_CTRL
s_008um_00027_00259-1,MCF10A_CTRL
s_008um_00549_00693-1,Random_3
s_008um_00651_00235-1,Pattern_3
s_008um_00161_00274-1,
s_008um_00140_00776-1,Fibroblast_CTRL
s_008um_00546_00040-1,
s_008um_00706_00558-1,
s_008um_00583_00358-1,
s_008um_00182_00670-1,
s_008um_00630_00822-1,
s_008um_00243_00733-1,Fibroblast_CTRL
s_008um_00072_00276-1,MCF10A_CTRL
s_008um_00223_00675-1,
s_008um_00750_00118-1,
s_008um_00135_00643-1,
s_008um_00668_00782-1,
s_008um_00596_00804-1,
s_008um_00678_00238-1,Pattern_3
s_008um_00700_00621-1,
s_008um_00652_00387-1,
s_008um_00076_00256-1,MCF10A_CTRL
s_008um_00140_00325-1,
s_008um_00037_00170-1,MCF10A_CTRL
s_008um_00141_00794-1,Fibroblast_CTRL
s_008um_00662_00617-1,Random_3
s_008um_00661_00601-1,Random_3
s_008um_00007_00293-1,MCF10A_CTRL
s_008um_00721_00577-1,
s_008um_00801_00341-1,
s_008um_00574_00541-1,Random_3
s_008um_00073_00735-1,Fibroblast_CTRL
s_008um_00052_00815-1,Fibroblast_CTRL
s_008um_00622_00771-1,
s_008um_00551_00336-1,
s_008um_00605_00548-1,Random_3
s_008um_00722_00214-1,
s_008um_00596_00299-1,
s_008um_00729_00696-1,
s_008um_00218_00760-1,Fibroblast_CTRL
s_008um_00234_00524-1,MCF7_CTRL
s_008um_00724_00180-1,
s_008um_00521_00204-1,
s_008um_00613_00093-1,Pattern_3
s_008um_00649_00012-1,
s_008um_00693_00777-1,
s_008um_00706_00735-1,
s_008um_00621_00291-1,
s_008um_00491_00473-1,
s_008um_00678_00641-1,
s_008um_00527_00584-1,Random_3
s_008um_00763_00625-1,
s_008um_00452_00612-1,
s_008um_00483_00787-1,
s_008um_00137_00687-1,Fibroblast_CTRL
s_008um_00800_00054-1,
s_008um_00804_00080-1,
s_008um_00812_00284-1,
s_008um_00352_00262-1,
s_008um_00655_00258-1,Pattern_3
s_008um_00611_00692-1,Random_3
s_008um_00441_00285-1,
s_008um_00588_00244-1,Pattern_3
s_008um_00237_00493-1,
s_008um_00754_00044-1,
s_008um_00127_00690-1,Fibroblast_CTRL
s_008um_00628_00750-1,
s_008um_00681_00138-1,Pattern_3
s_008um_00548_00611-1,Random_3
s_008um_00155_00222-1,
s_008um_00169_00690-1,Fibroblast_CTRL
s_008um_00722_00277-1,
s_008um_00597_00633-1,Random_3
s_008um_00600_00026-1,
s_008um_00775_00610-1,
s_008um_00564_00019-1,
s_008um_00593_00703-1,Random_3
s_008um_00249_00479-1,
s_008um_00472_00167-1,
s_008um_00411_00118-1,
s_008um_00654_00100-1,Pattern_3
s_008um_00137_00674-1,
s_008um_00490_00195-1,
s_008um_00800_00331-1,
s_008um_00351_00271-1,
s_008um_00447_00261-1,
s_008um_00767_00175-1,
s_008um_00598_00298-1,
s_008um_00677_00796-1,
s_008um_00073_00603-1,
s_008um_00558_00038-1,
s_008um_00549_00569-1,Random_3
s_008um_00118_00789-1,Fibroblast_CTRL
s_008um_00158_00422-1,
s_008um_00517_00122-1,
s_008um_00483_00139-1,
s_008um_00767_00049-1,
s_008um_00634_00383-1,
s_008um_00145_00543-1,
s_008um_00665_00672-1,
s_008um_00139_00819-1,Fibroblast_CTRL
s_008um_00318_00418-1,
s_008um_00745_00527-1,
s_008um_00718_00590-1,
s_008um_00061_00186-1,MCF10A_CTRL
s_008um_00591_00695-1,Random_3
s_008um_00051_00227-1,MCF10A_CTRL
s_008um_00474_00746-1,
s_008um_00586_00215-1,Pattern_3
s_008um_00048_00231-1,MCF10A_CTRL
s_008um_00454_00584-1,
s_008um_00486_00580-1,
s_008um_00128_00659-1,
s_008um_00017_00736-1,Fibroblast_CTRL
s_008um_00349_00264-1,
s_008um_00571_00483-1,
s_008um_00640_00802-1,
s_008um_00117_00189-1,MCF10A_CTRL
s_008um_00721_00011-1,
s_008um_00689_00262-1,
s_008um_00725_00020-1,
s_008um_00709_00666-1,
s_008um_00537_00218-1,Pattern_3
s_008um_00727_00194-1,
s_008um_00388_00500-1,
s_008um_00317_00237-1,
s_008um_00662_00266-1,Pattern_3
s_008um_00051_00255-1,MCF10A_CTRL
s_008um_00177_00557-1,MCF7_CTRL
s_008um_00019_00803-1,Fibroblast_CTRL
s_008um_00727_00041-1,
s_008um_00777_00149-1,
s_008um_00688_00741-1,
s_008um_00754_00549-1,
s_008um_00487_00327-1,
s_008um_00744_00230-1,
s_008um_00352_00158-1,
s_008um_00023_00755-1,Fibroblast_CTRL
s_008um_00590_00188-1,Pattern_3
s_008um_00303_00216-1,
s_008um_00746_00292-1,
s_008um_00226_00507-1,
s_008um_00506_00522-1,
s_008um_00239_00714-1,Fibroblast_CTRL
s_008um_00249_00217-1,
s_008um_00542_00072-1,
s_008um_00506_00324-1,
s_008um_00305_00266-1,
s_008um_00704_00641-1,
s_008um_00135_00751-1,Fibroblast_CTRL
s_008um_00208_00409-1,
s_008um_00670_00503-1,
s_008um_00569_00256-1,Pattern_3
s_008um_00754_00199-1,
s_008um_00700_00062-1,
s_008um_00573_00111-1,Pattern_3
s_008um_00516_00139-1,
s_008um_00734_00757-1,
s_008um_00808_00162-1,
s_008um_00514_00575-1,Random_3
s_008um_00279_00664-1,
s_008um_00172_00591-1,
s_008um_00525_00587-1,Random_3
s_008um_00533_00799-1,
s_008um_00116_00756-1,Fibroblast_CTRL
s_008um_00618_00105-1,Pattern_3
s_008um_00824_00141-1,
s_008um_00456_00635-1,
s_008um_00418_00093-1,
s_008um_00568_00524-1,
s_008um_00642_00281-1,Pattern_3
s_008um_00222_00705-1,Fibroblast_CTRL
s_008um_00807_00153-1,
s_008um_00536_00322-1,
s_008um_00752_00224-1,
s_008um_00596_00738-1,
s_008um_00095_00198-1,MCF10A_CTRL
s_008um_00146_00669-1,
s_008um_00797_00272-1,
s_008um_00437_00699-1,
s_008um_00485_00706-1,
s_008um_00482_00139-1,
s_008um_00445_00210-1,
s_008um_00553_00043-1,
s_008um_00576_00362-1,
s_008um_00734_00077-1,
s_008um_00458_00115-1,
s_008um_00730_00642-1,
s_008um_00595_00412-1,
s_008um_00565_00357-1,
s_008um_00189_00473-1,
s_008um_00258_00509-1,
s_008um_00514_00728-1,Random_3
s_008um_00594_00262-1,Pattern_3
s_008um_00754_00732-1,
s_008um_00627_00755-1,
s_008um_00417_00246-1,
s_008um_00134_00171-1,MCF10A_CTRL
s_008um_00593_00397-1,
s_008um_00550_00693-1,Random_3
s_008um_00534_00189-1,Pattern_3
s_008um_00576_00697-1,Random_3
s_008um_00623_00559-1,Random_3
s_008um_00297_00257-1,
s_008um_00621_00633-1,Random_3
s_008um_00290_00745-1,
s_008um_00558_00813-1,
s_008um_00549_00653-1,Random_3
s_008um_00489_00591-1,
